ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT,Cleaned_SMILES
A-4869,barium tartarate,"InChI=1S/C4H6O6.Ba/c5-1(3(7)8)2(6)4(9)10;/h1-2,5-6H,(H,7,8)(H,9,10);/q;+2/p-2",HQYOWPDUMCBSLQ-UHFFFAOYSA-L,[Ba++].OC(C(O)C([O-])=O)C([O-])=O,-3.052330404,0.0,1,G1,285.398,-5.1728,27.7816,11,6,2,7,3,58,0,0,0,0,120.72,101.9101971,0.0,138.6612729,
A-4873,hexadecyltrimethylazanium chloride,"InChI=1S/C19H42N.ClH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(2,3)4;/h5-19H2,1-4H3;1H/q+1;/p-1",WOWHHFRSBJGXCM-UHFFFAOYSA-M,[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)C,-3.124945522,0.0,1,G1,320.005,3.1779,93.2114,21,0,0,2,15,130,0,0,0,0,0.0,141.4311075,0.0,186.4955999,
A-4885,"N,N-dimethyl-N-tetradecyltetradecan-1-aminium chloride","InChI=1S/C30H64N.ClH/c1-5-7-9-11-13-15-17-19-21-23-25-27-29-31(3,4)30-28-26-24-22-20-18-16-14-12-10-8-6-2;/h5-30H2,1-4H3;1H/q+1;/p-1",RSHHCURRBLAGFA-UHFFFAOYSA-M,[Cl-].CCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCC,-3.37502496,0.0,1,G1,474.302,7.469,143.9984,32,0,0,2,26,196,0,0,0,0,0.0,211.4454708,0.0,298.7932821,
A-4909,calcium dihydrate hydrogen phosphate,"InChI=1S/Ca.H3O4P/c;1-5(2,3)4/h;(H3,1,2,3,4)/q+2;/p-2",FUFJGUQYACFECW-UHFFFAOYSA-L,[Ca++].O[P]([O-])([O-])=O,-2.949026268,0.0,1,G1,136.056,-2.5734,15.5793,6,3,1,6,0,32,0,0,0,0,83.42,64.42238884,0.0,53.6836744,
A-4919,"disodium 5-{[bis(phenylamino)-1,3,5-triazin-2-yl]amino}-2-[(E)-2-(4-{[bis(phenylamino)-1,3,5-triazin-2-yl]amino}-2-sulfonatophenyl)ethenyl]benzene-1-sulfonate","InChI=1S/C44H36N12O6S2.2Na/c57-63(58,59)37-27-35(49-43-53-39(45-31-13-5-1-6-14-31)51-40(54-43)46-32-15-7-2-8-16-32)25-23-29(37)21-22-30-24-26-36(28-38(30)64(60,61)62)50-44-55-41(47-33-17-9-3-10-18-33)52-42(56-44)48-34-19-11-4-12-20-34;;/h1-28H,(H,57,58,59)(H,60,61,62)(H3,45,46,49,51,53,54)(H3,47,48,50,52,55,56);;/q;2*+1/p-2/b22-21+;;",HOSFCSQXJQXSIQ-ZPZFBZIMSA-L,[Na+].[Na+].[O-][S](=O)(=O)c1cc(Nc2nc(Nc3ccccc3)nc(Nc4ccccc4)n2)ccc1\C=C\c5ccc(Nc6nc(Nc7ccccc7)nc(Nc8ccccc8)n6)cc5[S]([O-])(=O)=O,-3.825587453,0.0,1,G1,936.948,2.5048,242.8566,66,18,6,22,16,320,8,0,0,8,263.92,423.572476,3.6e-06,2852.449196,
A-4932,pentasodium decanoic acid dodecanoic acid 2-(decanoyloxy)propanoate 2-(dodecanoyloxy)propanoate 2-hydroxypropanoate decanoate dodecanoate,"InChI=1S/C15H28O4.C13H24O4.2C12H24O2.2C10H20O2.C3H6O3.5Na/c1-3-4-5-6-7-8-9-10-11-12-14(16)19-13(2)15(17)18;1-3-4-5-6-7-8-9-10-12(14)17-11(2)13(15)16;2*1-2-3-4-5-6-7-8-9-10-11-12(13)14;2*1-2-3-4-5-6-7-8-9-10(11)12;1-2(4)3(5)6;;;;;/h13H,3-12H2,1-2H3,(H,17,18);11H,3-10H2,1-2H3,(H,15,16);2*2-11H2,1H3,(H,13,14);2*2-9H2,1H3,(H,11,12);2,4H,1H3,(H,5,6);;;;;/q;;;;;;;5*+1/p-5",UZWXBVXWDIJVKW-UHFFFAOYSA-I,[Na+].[Na+].[Na+].[Na+].[Na+].CCCCCCCCCCCC(O)=O.CCCCCCCCCCCC([O-])=O.CCCCCCCCCCCC(=O)OC(C)C([O-])=O.CCCCCCCCCC(O)=O.CCCCCCCCCC([O-])=O.CCCCCCCCCC(=O)OC(C)C([O-])=O.CC(O)C([O-])=O,-4.085731667,0.0,1,G1,1461.884,-0.7275,366.4574,99,17,3,24,59,560,0,0,0,0,348.08,713.8816119,-8.98e-08,1639.791268,
A-4948,iron(3+) phosphate,"InChI=1S/Fe.H3O4P/c;1-5(2,3)4/h;(H3,1,2,3,4)/q+3;/p-3",WBJZTOZJJYAKHQ-UHFFFAOYSA-K,[Fe+3].[O-][P]([O-])([O-])=O,-3.261464491,0.0,1,G1,150.815,-2.8271,7.6065,6,4,0,6,0,37,0,0,0,0,86.25,44.90224112,0.0,53.6836744,
A-4962,disodium; chromium(+3) cation; 3-(3-methyl-5-oxido-1-phenylpyrazol-4-yl)diazenyl-4-oxidobenzenesulfonate; 1-(2-oxido-5-phenyldiazenylphenyl)diazenylnaphthalen-2-olate,"InChI=1S/C22H16N4O2.C16H14N4O5S.Cr.2Na/c27-20-13-11-17(24-23-16-7-2-1-3-8-16)14-19(20)25-26-22-18-9-5-4-6-15(18)10-12-21(22)28;1-10-15(16(22)20(19-10)11-5-3-2-4-6-11)18-17-13-9-12(26(23,24)25)7-8-14(13)21;;;/h1-14,27-28H;2-9,21-22H,1H3,(H,23,24,25);;;/q;;+3;2*+1/p-5",QTQCXPMMVMMHIW-UHFFFAOYSA-I,[Na+].[Na+].[Cr+3].Cc1nn(c([O-])c1N=Nc2cc(ccc2[O-])[S]([O-])(=O)=O)c3ccccc3.[O-]c4ccc(cc4N=Nc5c([O-])ccc6ccccc56)N=Nc7ccccc7,-2.691606678,0.0,1,G1,835.71,1.47072,189.8502,57,15,0,19,8,273,7,0,0,7,241.42,381.2227622,2.91e-07,2668.557056,
A-4967,(5-amino-3-hydroxy-5-oxopentylidene)-dimethylazanium chloride,"InChI=1S/C7H14N2O2.ClH/c1-9(2)4-3-6(10)5-7(8)11;/h4,6,10H,3,5H2,1-2H3,(H-,8,11);1H",LTELZMDSXFWIGP-UHFFFAOYSA-N,[Cl-].C[N+](C)=CCC(O)CC(N)=O,0.593129503,0.006146484,2,G3,194.662,-4.0403,42.6076,12,2,2,5,4,72,0,0,0,0,66.33,78.48293749,0.0,166.7893111,
A-4971,tin(4+) ion disulfanediide,InChI=1S/2S.Sn/q2*-2;+4,TUTLDIXHQPSHHQ-UHFFFAOYSA-N,[S--].[S--].[Sn+4],-3.580841851,0.0,1,G1,182.845,-0.3856,20.484,3,0,0,3,0,16,0,0,0,0,0.0,50.83266952,0.0,2.754887502,
A-4972,"N-(2,6-dimethylphenyl)-2-piperazine-1,4-diium-1-ylacetamide","InChI=1S/C14H21N3O/c1-11-4-3-5-12(2)14(11)16-13(18)10-17-8-6-15-7-9-17/h3-5,15H,6-10H2,1-2H3,(H,16,18)/p+2",NJKRFQIWDJSYOK-UHFFFAOYSA-P,Cc1cccc(C)c1NC(=O)C[NH+]2CC[NH2+]CC2,0.443282789,0.0,1,G1,249.358,-1.29616,71.7688,18,1,3,4,3,98,1,1,1,2,50.15,108.366189,1.939573282,404.7973225,
A-4973,trisodium hydrogen carbonate carbonate,"InChI=1S/2CH2O3.3Na/c2*2-1(3)4;;;/h2*(H2,2,3,4);;;/q;;3*+1/p-3",WCTAGTRAWPDFQO-UHFFFAOYSA-K,[Na+].[Na+].[Na+].OC([O-])=O.[O-]C([O-])=O,0.050861362,0.0,1,G1,189.994,-12.5473,13.4208,11,5,1,9,0,48,0,0,0,0,123.55,128.8502024,-1.71e-08,73.82818532,
A-4979,dicopper hydroxide phosphate,"InChI=1S/2Cu.H3O4P.H2O/c;;1-5(2,3)4;/h;;(H3,1,2,3,4);1H2/q2*+2;;/p-4",WCMHCPWEQCWRSR-UHFFFAOYSA-J,[OH-].[Cu++].[Cu++].[O-][P]([O-])([O-])=O,-3.745054809,0.0,1,G1,239.069,-3.0064,9.5423,8,5,0,8,0,58,0,0,0,0,116.25,66.97861482,-2.67e-08,56.56425892,
A-4985,"trizinc(2+) ion bis(2-hydroxypropane-1,2,3-tricarboxylate)","InChI=1S/2C6H8O7.3Zn/c2*7-3(8)1-6(13,5(11)12)2-4(9)10;;;/h2*13H,1-2H2,(H,7,8)(H,9,10)(H,11,12);;;/q;;3*+2/p-6",WGIWBXUNRXCYRA-UHFFFAOYSA-H,[Zn++].[Zn++].[Zn++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,-2.254040258,0.0,1,G1,574.368,-10.5127,58.4096,29,14,2,17,10,148,0,0,0,0,281.24,199.7324322,-1.2e-07,520.6497731,
A-4994,2-amino-3-hydroxypropanehydrazide hydrochloride,"InChI=1S/C3H9N3O2.ClH/c4-2(1-7)3(8)6-5;/h2,7H,1,4-5H2,(H,6,8);1H",JNWGUZKRVDKZBI-UHFFFAOYSA-N,[H+].[Cl-].NNC(=O)C(N)CO,0.510462812,0.0,1,G1,155.585,-5.5876,28.5033,9,4,4,6,2,56,0,0,0,0,101.37,60.26256233,-2.45e-07,93.81700155,
A-5006,disodium 4-[[(Z)-octadec-9-enyl]amino]-4-oxo-2-sulfonatobutanoate,"InChI=1S/C22H41NO6S.2Na/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23-21(24)19-20(22(25)26)30(27,28)29;;/h9-10,20H,2-8,11-19H2,1H3,(H,23,24)(H,25,26)(H,27,28,29);;/q;2*+1/p-2/b10-9-;;",PLHAFYWVSVUQCQ-XXAVUKJNSA-L,[Na+].[Na+].CCCCCCCC\C=C/CCCCCCCCNC(=O)CC(C([O-])=O)[S]([O-])(=O)=O,-0.019515783,0.0,1,G1,491.602,-2.7981,115.5709,32,6,1,10,20,176,0,0,0,0,126.43,238.8360078,-4.2e-06,599.2284601,
A-5025,piperidine-4-carboxylic acid hydrochloride,"InChI=1S/C6H11NO2.ClH/c8-6(9)5-1-3-7-4-2-5;/h5,7H,1-4H2,(H,8,9);1H",NVUYWKBRSRPYMH-UHFFFAOYSA-N,[H+].[Cl-].OC(=O)C1CCNCC1,0.384031592,0.0,1,G1,165.62,-2.8129,34.3415,10,2,2,4,1,60,0,1,1,1,49.33,67.7016401,0.0,117.1499106,
A-5029,calcium carbonate,"InChI=1S/CH2O3.Ca/c2-1(3)4;/h(H2,2,3,4);/q;+2/p-2",VTYYLEPIZMXCLO-UHFFFAOYSA-L,[Ca++].[O-]C([O-])=O,-3.780265245,0.0,1,G1,100.086,-2.8278,11.15,5,3,0,4,0,24,0,0,0,0,63.19,58.60500863,0.0,29.87430298,
A-5051,trisodium; chromium(+3) cation; 4-(3-methyl-5-oxido-1-phenylpyrazol-4-yl)diazenyl-3-oxidonaphthalene-1-sulfonate,"InChI=1S/2C20H16N4O5S.Cr.3Na/c2*1-12-18(20(26)24(23-12)13-7-3-2-4-8-13)21-22-19-15-10-6-5-9-14(15)17(11-16(19)25)30(27,28)29;;;;/h2*2-11,25-26H,1H3,(H,27,28,29);;;;/q;;+3;3*+1/p-6",OTFBCUKLFXRMQQ-UHFFFAOYSA-H,[Na+].[Na+].[Na+].[Cr+3].Cc1nn(c([O-])c1N=Nc2c([O-])cc(c3ccccc23)[S]([O-])(=O)=O)c4ccccc4.Cc5nn(c([O-])c5N=Nc6c([O-])cc(c7ccccc67)[S]([O-])(=O)=O)c8ccccc8,-1.212102898,0.0,1,G1,963.794,-3.38926,206.5604,64,18,0,24,8,307,8,0,0,8,291.72,442.4718601,3.2e-07,3033.815299,
A-5053,docosyltrimethylazanium methyl sulfate,"InChI=1S/C25H54N.CH4O4S/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26(2,3)4;1-5-6(2,3)4/h5-25H2,1-4H3;1H3,(H,2,3,4)/q+1;/p-1",QIVLQXGSQSFTIF-UHFFFAOYSA-M,CCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)C.CO[S]([O-])(=O)=O,-4.835973065,0.0,1,G1,479.812,7.6075,137.6196,32,4,0,6,22,196,0,0,0,0,66.43,201.7896253,0.0,460.9375612,
A-5059,"[4-[(4-diethylaminophenyl)-phenylmethylidene]-1-cyclohexa-2,5-dienylidene]-diethylazanium; hydrogen sulfate","InChI=1S/C27H33N2.H2O4S/c1-5-28(6-2)25-18-14-23(15-19-25)27(22-12-10-9-11-13-22)24-16-20-26(21-17-24)29(7-3)8-4;1-5(2,3)4/h9-21H,5-8H2,1-4H3;(H2,1,2,3,4)/q+1;/p-1",NNBFNNNWANBMTI-UHFFFAOYSA-M,CCN(CC)c1ccc(cc1)[C+](c2ccccc2)c3ccc(cc3)N(CC)CC.O[S]([O-])(=O)=O,-2.057288344,0.0,1,G1,482.646,5.40279,139.323,34,5,1,7,9,182,3,0,0,3,83.91,203.9874427,7.39e-07,1014.238709,
A-5064,manganese(2+) ion carbonate,"InChI=1S/CH2O3.Mn/c2-1(3)4;/h(H2,2,3,4);/q;+2/p-2",XMWCXZJXESXBBY-UHFFFAOYSA-L,[Mn++].[O-]C([O-])=O,-4.500587238,0.0,1,G1,114.946,-2.4495,5.396,5,3,0,4,0,29,0,0,0,0,63.19,39.0848609,0.0,29.87430298,
A-5079,dicopper(2+) ion chloride trihydroxide,InChI=1S/ClH.2Cu.3H2O/h1H;;;3*1H2/q;2*+2;;;/p-4,SKQUUKNCBWILCD-UHFFFAOYSA-J,[OH-].[OH-].[OH-].[Cl-].[Cu++].[Cu++],-5.253985152,2.414297884,6,G4,213.566,-3.5314,5.8074,6,3,0,6,0,50,0,0,0,0,90.0,63.15507184,0.0,8.754887502,
A-5081,zinc bis(dimethyldithiocarbamate),"InChI=1S/2C3H7NS2.Zn/c2*1-4(2)3(5)6;/h2*1-2H3,(H,5,6);/q;;+2/p-2",DUBNHZYBDBBJHD-UHFFFAOYSA-L,[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S,-5.498714031,0.0,1,G1,305.834,0.7571,67.3,13,4,0,7,0,72,0,0,0,0,6.48,115.000482,-1.43e-07,142.7132414,
A-5088,lanthanum(3+) ion trifluoride,InChI=1S/3FH.La/h3*1H;/q;;;+3/p-3,BYMUNNMMXKDFEZ-UHFFFAOYSA-K,[F-].[F-].[F-].[La+3],-5.535398328,1.258315074,4,G4,195.9,-8.988,0.0,4,0,0,4,0,24,0,0,0,0,0.0,49.65817022,0.0,3.245112498,
A-5093,tetrairon tris(pyrophosphate),"InChI=1S/4Fe.3H4O7P2/c;;;;3*1-8(2,3)7-9(4,5)6/h;;;;3*(H2,1,2,3)(H2,4,5,6)/q4*+3;;;/p-12",CADNYOZXMIKYPR-UHFFFAOYSA-B,[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-][P]([O-])(=O)O[P]([O-])([O-])=O.[O-][P]([O-])(=O)O[P]([O-])([O-])=O.[O-][P]([O-])(=O)O[P]([O-])([O-])=O,-6.30760853,0.0,1,G1,745.203,-10.0288,48.894,31,21,0,31,6,188,0,0,0,0,406.83,212.9375571,-5.24e-08,559.1162776,
A-5111,zinc(2+) ion dinitrate,InChI=1S/2NO3.Zn/c2*2-1(3)4;/q2*-1;+2,ONDPHDOFVYQSGI-UHFFFAOYSA-N,[Zn++].[O-][N+]([O-])=O.[O-][N+]([O-])=O,0.721755153,0.0,1,G1,189.398,-0.4807,20.7228,9,6,0,9,0,48,0,0,0,0,132.4,61.06596406,-7.2e-08,69.05865003,
A-5112,"[(7,7-dimethyloctanoyl)oxy]bario 7,7-dimethyloctanoate","InChI=1S/2C10H20O2.Ba/c2*1-9(2,3)7-10(4,5)6-8(11)12;/h2*6-7H2,1-5H3,(H,11,12);/q;;+2/p-2",ROSHGJWNZDDJFF-UHFFFAOYSA-L,[Ba++].CC(C)(C)CC(C)(C)CC([O-])=O.CC(C)(C)CC(C)(C)CC([O-])=O,-1.698832456,0.276511443,2,G3,479.848,2.7968,100.708,25,4,0,5,6,144,0,0,0,0,80.26,195.1666346,-3.72e-07,372.3925404,
A-5113,tetrabutylphosphonium bromide,"InChI=1S/C16H36P.BrH/c1-5-9-13-17(14-10-6-2,15-11-7-3)16-12-8-4;/h5-16H2,1-4H3;1H/q+1;/p-1",RKHXQBLJXBGEKF-UHFFFAOYSA-M,[Br-].CCCC[P+](CCCC)(CCCC)CCCC,0.41483097,0.0,1,G1,339.342,3.2084,86.02,18,0,0,2,12,112,0,0,0,0,0.0,127.8106653,0.0,121.6661751,
A-5116,disilver(1+) sulfate,"InChI=1S/2Ag.H2O4S/c;;1-5(2,3)4/h;;(H2,1,2,3,4)/q2*+1;",YPNVIBVEFVRZPJ-UHFFFAOYSA-N,[Ag+].[Ag+].O[S](O)(=O)=O,-1.58498354,0.0,1,G1,313.815,-0.6578,14.1774,7,2,2,7,0,52,0,0,0,0,74.6,72.27298826,-8e-08,92.85820232,
A-5117,manganese(2+) ion dichloride,InChI=1S/2ClH.Mn.4H2O/h2*1H;;4*1H2/q;;+2;;;;/p-2,CNFDGXZLMLFIJV-UHFFFAOYSA-L,O.O.O.O.[Cl-].[Cl-].[Mn++],0.582641307,0.0,1,G1,197.904,-9.2933,14.4552,7,0,0,7,0,53,0,0,0,0,126.0,64.19329825,0.0,9.651484454,
A-5119,"N,N-diethylethanaminium bromide","InChI=1S/C6H15N.BrH/c1-4-7(5-2)6-3;/h4-6H2,1-3H3;1H",NRTLTGGGUQIRRT-UHFFFAOYSA-N,[Br-].CC[NH+](CC)CC,0.595197285,0.0,1,G1,182.105,-3.065,32.5857,8,0,1,2,3,52,0,0,0,0,4.44,62.83649738,0.0,30.0,
A-5122,tris(2-hydroxyethyl)methylammonium methyl sulphate,"InChI=1S/C7H18NO3.CH4O4S/c1-8(2-5-9,3-6-10)4-7-11;1-5-6(2,3)4/h9-11H,2-7H2,1H3;1H3,(H,2,3,4)/q+1;/p-1",WLTHPEHYBIKNHR-UHFFFAOYSA-M,CO[S]([O-])(=O)=O.C[N+](CCO)(CCO)CCO,0.39266642,0.0,1,G1,275.323,-2.4971,58.749,17,7,3,9,7,106,0,0,0,0,127.12,101.6033685,0.0,250.0277095,
A-5124,disodium 2-hexadecyl-3-(2-sulfonatophenoxy)benzenesulfonate,"InChI=1S/C28H42O7S2.2Na/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19-24-25(21-18-23-27(24)36(29,30)31)35-26-20-16-17-22-28(26)37(32,33)34;;/h16-18,20-23H,2-15,19H2,1H3,(H,29,30,31)(H,32,33,34);;/q;2*+1/p-2",DWBRKIMUGXLNBO-UHFFFAOYSA-L,[Na+].[Na+].CCCCCCCCCCCCCCCCc1c(Oc2ccccc2[S]([O-])(=O)=O)cccc1[S]([O-])(=O)=O,0.222765354,0.0,1,G1,598.735,1.3189,142.9004,39,7,0,11,19,208,2,0,0,2,123.63,279.5251877,7.22e-06,1170.184091,
A-5125,diammonium 2-[(carboxylatomethyl)disulfanyl]acetate,"InChI=1S/C4H6O4S2.2H3N/c5-3(6)1-9-10-2-4(7)8;;/h1-2H2,(H,5,6)(H,7,8);2*1H3",RZOXALOSBVDYRY-UHFFFAOYSA-N,[NH4+].[NH4+].[O-]C(=O)CSSCC([O-])=O,0.459603052,0.0,1,G1,216.284,-1.38,46.8996,12,6,2,8,5,74,0,0,0,0,153.26,77.66327194,-4.05e-07,127.01955,
A-5128,"{[5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}[({[hydroxy(sodiooxy)phosphoryl]oxy}(sodiooxy)phosphoryl)oxy]phosphinic acid","InChI=1S/C10H16N5O13P3.2Na/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20;;/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20);;/q;2*+1/p-2/t4-,6-,7-,10-;;/m1../s1",TTWYZDPBDWHJOR-IDIVVRGQSA-L,[Na+].[Na+].Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P](O)(=O)O[P]([O-])(=O)O[P](O)([O-])=O)[C@@H](O)[C@H]3O,0.016887962,0.0,1,G1,551.146,-8.885,91.0381,33,16,5,23,8,174,2,1,1,3,284.79,228.0451283,2.72e-06,1115.669328,
A-5129,"phosphocreatine, sodium salt","InChI=1S/C4H10N3O5P.2Na/c1-7(2-3(8)9)4(5)6-13(10,11)12;;/h2H2,1H3,(H,8,9)(H4,5,6,10,11,12);;/q;2*+1/p-2",RNTXMYSPASRLFT-UHFFFAOYSA-L,[Na+].[Na+].CN(CC(O)=O)C(N)=N[P]([O-])([O-])=O,0.312658284,0.0,1,G1,255.078,-8.8458,39.4947,15,4,2,11,3,76,0,0,0,0,142.11,130.7192966,-7.2e-07,279.4507066,
A-5130,barium(2+) ion bis(2-ethylhexanoate),"InChI=1S/2C8H16O2.Ba/c2*1-3-5-6-7(4-2)8(9)10;/h2*7H,3-6H2,1-2H3,(H,9,10);/q;;+2/p-2",VJFFDDQGMMQGTQ-UHFFFAOYSA-L,[Ba++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O,-0.905288847,0.251490671,2,G3,423.74,1.5246,82.38,21,4,0,5,10,120,0,0,0,0,80.26,169.7068662,-2.95e-07,230.6615312,
A-5131,"sodium (2R,3R,4S,5R,6R)-2,3,4,5,6,7-hexahydroxyheptanoate","InChI=1S/C7H14O8.Na/c8-1-2(9)3(10)4(11)5(12)6(13)7(14)15;/h2-6,8-13H,1H2,(H,14,15);/q;+1/p-1/t2-,3-,4+,5-,6-;/m1./s1",FMYOMWCQJXWGEN-WYRLRVFGSA-M,[Na+].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C([O-])=O,0.317070198,0.0,1,G1,248.163,-8.4629,42.1268,16,8,6,9,6,90,0,0,0,0,161.51,113.0634617,0.0,212.5635068,
A-5132,disodium 2-oxopentanedioate,"InChI=1S/C5H6O5.2Na/c6-3(5(9)10)1-2-4(7)8;;/h1-2H2,(H,7,8)(H,9,10);;/q;2*+1/p-2",YBGBJYVHJTVUSL-UHFFFAOYSA-L,[Na+].[Na+].[O-]C(=O)CCC(=O)C([O-])=O,0.429525605,0.0,1,G1,190.062,-9.1565,24.255,12,5,0,7,4,56,0,0,0,0,97.33,113.0988525,-4.05e-07,178.6773929,
A-5135,disodium 4-[(2-methylnonyl)oxy]-4-oxo-3-sulfonatobutanoate,"InChI=1S/C10H22O.C4H6O7S.2Na/c1-10(2)8-6-4-3-5-7-9-11;5-3(6)1-2(4(7)8)12(9,10)11;;/h10-11H,3-9H2,1-2H3;2H,1H2,(H,5,6)(H,7,8)(H,9,10,11);;/q;;2*+1",YBNSWAFWAWIDJZ-UHFFFAOYSA-N,[Na+].[Na+].CC(C)CCCCCCCO.OC(=O)CC(C(O)=O)[S](O)(=O)=O,0.08106542,0.0,1,G1,402.417,-4.2146,84.851,25,5,4,11,11,138,0,0,0,0,149.2,193.6505104,-1.64e-07,440.1127002,
A-5136,"l-Glutamic acid, N-coco acyl derivs., disodium salts","InChI=1S/C5H9NO4.2Na/c6-3(5(9)10)1-2-4(7)8;;/h3H,1-2,6H2,(H,7,8)(H,9,10);;/q;2*+1/p-2/t3-;;/m0../s1",PXEDJBXQKAGXNJ-QTNFYWBSSA-L,[Na+].[Na+].N[C@@H](CCC([O-])=O)C([O-])=O,0.371965463,0.0,1,G1,191.094,-9.3983,27.2234,12,5,1,7,4,58,0,0,0,0,106.28,114.2772211,-4.05e-07,152.3836461,
A-5137,zinc dibenzoate,"InChI=1S/2C7H6O2.Zn/c2*8-7(9)6-4-2-1-3-5-6;/h2*1-5H,(H,8,9);/q;;+2/p-2",JDLYKQWJXAQNNS-UHFFFAOYSA-L,[Zn++].[O-]C(=O)c1ccccc1.[O-]C(=O)c2ccccc2,-1.816841725,0.0,1,G1,307.62,0.0977,61.545,19,4,0,5,2,92,2,0,0,2,80.26,123.0190525,3.24e-07,461.9838779,
A-5141,dibromane,InChI=1S/BrH/h1H/p-1,CPELXLSAUQHCOX-UHFFFAOYSA-M,[Br-],-0.376229243,0.0,1,G1,79.904,-2.996,0.0,1,0,0,1,0,8,0,0,0,0,0.0,17.88117987,0.0,0.0,
A-5142,sodium 3-[(2-carboxyethyl)(dodecyl)amino]propanoate,"InChI=1S/C18H35NO4.Na/c1-2-3-4-5-6-7-8-9-10-11-14-19(15-12-17(20)21)16-13-18(22)23;/h2-16H2,1H3,(H,20,21)(H,22,23);/q;+1/p-1",LLKGTXLYJMUQJX-UHFFFAOYSA-M,[Na+].CCCCCCCCCCCCN(CCC(O)=O)CCC([O-])=O,-0.040729633,0.0,1,G1,351.463,-0.172,90.1608,24,4,1,6,17,136,0,0,0,0,80.67,169.028012,0.0,295.3938857,
A-5143,sodium [methyl(oleoyl)amino]acetate,"InChI=1S/C21H39NO3.Na/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20(23)22(2)19-21(24)25;/h10-11H,3-9,12-19H2,1-2H3,(H,24,25);/q;+1/p-1/b11-10+;",VLKIFCBXANYYCK-ASTDGNLGSA-M,[Na+].CCCCCCCC/C=C/CCCCCCCC(=O)N(C)CC([O-])=O,-0.097522226,0.0,1,G1,375.529,1.2362,102.096,26,3,0,5,17,146,0,0,0,0,60.44,182.6390015,0.0,372.2676905,
A-5146,barium bis(dihydrogenorthophosphate),"InChI=1S/3Ba.2H3O4P/c;;;2*1-5(2,3)4/h;;;2*(H3,1,2,3,4)/q3*+2;;/p-6",WAKZZMMCDILMEF-UHFFFAOYSA-H,[Ba++].[Ba++].[Ba++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,-1.345611894,0.0,1,G1,601.924,-6.7916,32.475,13,8,0,13,0,64,0,0,0,0,172.5,194.9731856,-2.67e-08,129.6986276,
A-5152,sodium 4-ethenylbenzene-1-sulfonate,"InChI=1S/C8H8O3S.Na/c1-2-7-3-5-8(6-4-7)12(9,10)11;/h2-6H,1H2,(H,9,10,11);/q;+1/p-1",XFTALRAZSCGSKN-UHFFFAOYSA-M,[Na+].[O-][S](=O)(=O)c1ccc(C=C)cc1,-0.033251081,0.0,1,G1,206.198,-1.7623,44.4962,13,3,0,5,2,64,1,0,0,1,57.2,99.51371995,1.44e-06,380.3550956,
A-5156,"trimagnesium(2+) ion bis(2-hydroxypropane-1,2,3-tricarboxylate)","InChI=1S/2C6H8O7.3Mg/c2*7-3(8)1-6(13,5(11)12)2-4(9)10;;;/h2*13H,1-2H2,(H,7,8)(H,9,10)(H,11,12);;;",AOHMFUYIHARAGR-UHFFFAOYSA-N,[Mg].[Mg].[Mg].OC(=O)CC(O)(CC(O)=O)C(O)=O.OC(=O)CC(O)(CC(O)=O)C(O)=O,-1.546125822,0.134422656,2,G3,457.161,-3.6394,91.4444,29,8,8,17,10,154,0,0,0,0,264.26,209.8921355,-1.2e-07,520.6497731,
